transaction_id,order_date,ship_date,customer_id,product_sku,store_id,quantity,unit_price,gross_sales,discount_rate,discount_amount,net_sales,total_cost,shipping_cost,profit,profit_margin_pct,order_status_raw,order_status_clean_reference,payment_method_raw,payment_method_clean_reference,shipping_mode_raw,shipping_mode_clean_reference,promo_name_raw,sales_rep_raw,customer_rating,data_quality_note
TRX-008787,2024-02-26,2024-02-27,CUST-01995,SKU-0129,STR-022,2,1814.32,3628.63,0.0,0.0,3628.63,2422.85,40.42,1165.36,32.12,Completed,Completed,Cash,Cash,First Class,First Class,No Promo,Jordan Lewis,3,
TRX-002799,2025-05-16,2025-05-20,CUST-00384,SKU-0135,STR-024,1,900.09,900.09,0.0,0.0,900.09,577.43,20.87,301.79,33.53,COMPLETED,Completed,Buy Now Pay Later,Buy Now Pay Later,standard,Standard,No Promo,,5,
TRX-007840,2024-08-12,2024-08-16,CUST-01032,SKU-0157,STR-012,1,257.08,257.08,0.0,0.0,257.08,174.85,23.02,59.21,23.03,Completed,Completed,Credit Card,Credit Card, Standard ,Standard,No Promo,Casey Hill,4,possible_duplicate
TRX-009174,2024-12-04,2024-12-08,CUST-01507,SKU-0015,STR-016,3,653.34,1960.01,0.1,196.0,1764.01,1421.31,32.8,309.9,17.57,Completed,Completed,Bank Transfer,Bank Transfer,Standard,Standard,Cyber Week,Morgan Clark,4,
TRX-011679,2024-11-03,2024-11-08,CUST-00702,SKU-0123,STR-051,3,1252.16,3756.48,0.05,187.82,0.0,0.0,0.0,0.0,0.0,Cancelled,Cancelled,Credit Card,Credit Card,standard,Standard,Black Friday,Jordan Lewis,4,
TRX-012023,2025-05-03,2025-05-08,CUST-01523,SKU-0154,STR-067,2,629.06,1258.11,0.0,0.0,1258.11,776.27,21.39,460.45,36.6,Completed,Completed,Bank Transfer,Bank Transfer,Standard,Standard, No Promo ,Alex Reed,5,
TRX-003972,2025-03-02,2025-03-03,CUST-02160,SKU-0089,STR-051,1,898.07,898.07,0.0,0.0,898.07,733.03,30.48,134.56,14.98,Completed,Completed,Bank Transfer,Bank Transfer,First Class,First Class,No Promo,Casey Hill,5,
TRX-011268,2025-01-05,2025-01-06,CUST-00507,SKU-0049,STR-078,1,1136.31,1136.31,0.0,0.0,1136.31,757.6,21.01,357.7,31.48, Completed ,Completed,Credit Card,Credit Card,Standard,Standard,No Promo,Riley Adams,4,
TRX-010977,2025-02-28,2025-03-01,CUST-02274,SKU-0113,STR-057,2,1257.41,2514.81,0.0,0.0,2514.81,1942.46,23.28,549.07,21.83,Completed,Completed,Credit Card,Credit Card, Standard ,Standard,No Promo,Morgan Clark,5,
TRX-011839,2024-07-14,2024-07-19,CUST-00773,SKU-0001,STR-077,2,796.86,1593.72,0.05,79.69,1514.03,1293.29,38.01,182.73,12.07,Completed,Completed,paypal,PayPal,First Class,First Class,Clearance Sale,Jamie Wilson,4,
TRX-007544,2024-12-06,2024-12-09,CUST-00041,SKU-0124,STR-069,5,2582.65,12913.24,0.2,2582.65,10330.59,8015.64,44.34,2270.61,21.98,Completed,Completed,Bank Transfer,Bank Transfer,Standard,Standard,Cyber Week,Casey Hill,2,
TRX-012041,2024-11-04,2024-11-08,CUST-01111,SKU-0025,STR-048,1,266.08,266.08,0.15,39.91,226.17,179.42,16.99,29.76,13.16,Completed,Completed,Debit Card,Debit Card,STD,Standard,Cyber Week,Taylor Brooks,4,
TRX-002772,2025-02-08,2025-02-10,CUST-00291,SKU-0134,STR-039,1,471.84,471.84,0.0,0.0,471.84,254.23,27.68,189.93,40.25,Complete,Completed,Buy Now Pay Later,Buy Now Pay Later,Second Class,Second Class,No Promo,Casey Hill,4,
TRX-001226,2024-02-18,2024-02-22,CUST-00752,SKU-0048,STR-080,1,1170.57,1170.57,0.0,0.0,1170.57,1010.12,26.36,134.09,11.46,Completed,Completed,PayPal,PayPal,Second Class,Second Class,No Promo,Casey Hill,5,
TRX-012284,2024-11-19,2024-11-21,CUST-00145,SKU-0194,STR-050,2,113.77,227.55,0.15,34.13,193.42,170.02,37.51,-14.11,-7.3,completed,Completed,PAYPAL,PayPal,First Class,First Class,Holiday Deals,Riley Adams,2,
TRX-007058,2025-09-13,2025-09-17,CUST-00712,SKU-0157,STR-078,5,253.43,1267.16,0.0,0.0,1267.16,828.85,41.79,396.52,31.29,Completed,Completed,Credit Card,Credit Card,Second Class,Second Class,No Promo,Jordan Lewis,5,
TRX-007152,2024-06-14,2024-06-19,CUST-01277,SKU-0024,STR-082,1,568.91,568.91,0.0,0.0,-568.91,-317.66,21.12,-317.88,0.0,Return,Returned,PayPal,PayPal,Standard,Standard,No Promo,Riley Adams,4,
TRX-011853,2025-12-21,2025-12-25,CUST-00643,SKU-0145,STR-022,1,306.55,306.55,0.25,76.64,229.91,234.33,22.47,-26.89,-11.7,completed,Completed,Buy Now Pay Later,Buy Now Pay Later,Standard,Standard,Black Friday,,5,
TRX-012049,2024-12-16,2024-12-21,CUST-01598,SKU-0086,STR-034,1,1029.63,1029.63,0.15,154.44,875.19,687.06,32.36,155.77,17.8,Completed,Completed,Cash,Cash,First Class,First Class,Black Friday,Morgan Clark,3,trim_spaces
TRX-011499,2025-12-04,2025-12-09,CUST-02052,SKU-0039,STR-036,4,111.07,444.26,0.25,111.06,333.2,295.68,61.75,-24.23,-7.27,Complete,Completed, Debit Card ,Debit Card,Same Day,Same Day,Holiday Deals,,3,
TRX-011202,2024-02-14,2024-02-21,CUST-01367,SKU-0054,STR-086,1,1046.17,1046.17,0.0,0.0,1046.17,836.37,16.51,193.29,18.48,done,Completed,PayPal,PayPal,Standard,Standard,No Promo,,5,
TRX-001221,2025-05-06,2025-05-09,CUST-01556,SKU-0179,STR-081,2,2920.11,5840.22,0.0,0.0,5840.22,3619.15,20.65,2200.42,37.68,Completed,Completed,Buy Now Pay Later,Buy Now Pay Later,Standard,Standard,No Promo,Casey Hill,2,
TRX-008947,2025-08-11,2025-08-13,CUST-00780,SKU-0197,STR-048,1,245.08,245.08,0.1,24.51,-220.57,-130.9,18.17,-125.49,0.0,Returned,Returned,Credit Card,Credit Card,Standard,Standard, Flash Sale ,Morgan Clark,4,duplicate_transaction_id
TRX-010817,2024-02-14,2024-02-17,CUST-00799,SKU-0027,STR-013,3,620.87,1862.62,0.0,0.0,1862.62,1280.58,24.82,557.22,29.92,Completed,Completed,PayPal,PayPal,Standard,Standard,No Promo,Morgan Clark,4,trim_spaces
TRX-003457,2025-09-23,2025-09-28,CUST-00108,SKU-0094,STR-036,1,746.73,746.73,0.08,59.74,-686.99,-377.26,25.92,-390.61,0.0,Returned,Returned,Buy Now Pay Later,Buy Now Pay Later, Second Class ,Second Class,Member Discount,Taylor Brooks,5,
TRX-007005,2025-09-28,2025-09-30,CUST-00767,SKU-0195,STR-012,1,163.03,163.03,0.05,8.15,154.88,127.15,33.96,-6.23,-4.02,Complete,Completed,PayPal,PayPal,First Class,First Class,Flash Sale,Alex Reed,5,
TRX-010503,2024-07-24,2024-07-25,CUST-01573,SKU-0036,STR-032,3,141.06,423.18,0.15,63.48,359.7,257.68,37.24,64.78,18.01,Completed,Completed,Credit Card,Credit Card,First Class,First Class,Clearance Sale,Jordan Lewis,3,check_status
TRX-009771,2024-12-29,2025-01-01,CUST-01561,SKU-0137,STR-046,2,1123.93,2247.86,0.25,561.97,1685.89,1891.47,25.48,-231.06,-13.71, Completed ,Completed,Credit Card,Credit Card,Second Class,Second Class,Cyber Week,,5,
TRX-005159,2024-01-06,2024-01-08,CUST-00112,SKU-0053,STR-053,3,589.66,1768.98,0.05,88.45,1680.53,1084.08,25.54,570.91,33.97,Complete,Completed,Buy Now Pay Later,Buy Now Pay Later,Standard,Standard,Member Discount,Jamie Wilson,4,
TRX-012417,2025-06-12,2025-06-19,CUST-01488,SKU-0107,STR-007,1,636.48,636.48,0.0,0.0,636.48,455.98,22.22,158.28,24.87,COMPLETED,Completed,bank transfer,Bank Transfer,Standard,Standard,no promo,Alex Reed,4,
TRX-006947,2025-09-18,2025-09-19,CUST-02326,SKU-0117,STR-003,1,581.78,581.78,0.05,29.09,552.69,375.56,20.65,156.48,28.31,Completed,Completed,Cash,Cash,standard,Standard,Member Discount,Morgan Clark,5,
TRX-011433,2024-01-15,2024-01-20,CUST-00949,SKU-0060,STR-006,1,456.85,456.85,0.0,0.0,456.85,362.48,30.29,64.08,14.03,Completed,Completed, Debit Card ,Debit Card,Second Class,Second Class,No Promo,Jamie Wilson,4,
TRX-000750,2025-06-21,2025-06-28,CUST-00372,SKU-0085,STR-019,4,1342.13,5368.51,0.0,0.0,5368.51,4249.05,42.68,1076.78,20.06,Complete,Completed,bank transfer,Bank Transfer, First Class ,First Class,No Promo,Jordan Lewis,5,trim_spaces
TRX-008703,2024-09-08,2024-09-10,CUST-01603,SKU-0099,STR-042,1,702.42,702.42,0.0,0.0,702.42,610.52,23.92,67.98,9.68,Completed,Completed,Buy Now Pay Later,Buy Now Pay Later,Second Class,Second Class,No Promo,Riley Adams,3,
TRX-007932,2024-10-05,2024-10-09,CUST-01836,SKU-0070,STR-003,1,555.87,555.87,0.0,0.0,555.87,353.34,35.53,167.0,30.04,Completed,Completed,PayPal,PayPal,First Class,First Class,No Promo,Jamie Wilson,5,
TRX-001283,2024-10-16,2024-10-20,CUST-00720,SKU-0021,STR-010,2,468.89,937.79,0.0,0.0,937.79,770.28,29.35,138.16,14.73, Completed ,Completed,Credit Card,Credit Card, Second Class ,Second Class,no promo,Jordan Lewis,4,
TRX-011955,2025-06-16,2025-06-19,CUST-00276,SKU-0084,STR-085,1,2149.52,2149.52,0.0,0.0,2149.52,1327.21,20.54,801.77,37.3,Completed,Completed,Cash,Cash,Standard,Standard,No Promo,Riley Adams,3,
TRX-007812,2025-11-03,2025-11-06,CUST-00881,SKU-0153,STR-084,2,219.4,438.8,0.1,43.88,394.92,253.74,32.06,109.12,27.63,COMPLETED,Completed,Credit Card,Credit Card,Second Class,Second Class,Black Friday,Morgan Clark,3,
TRX-001598,2025-02-05,2025-02-10,CUST-00332,SKU-0053,STR-008,3,609.27,1827.8,0.0,0.0,1827.8,1113.21,28.16,686.43,37.55,Completed,Completed,Bank Transfer,Bank Transfer,Standard,Standard,No Promo,,4,
TRX-010685,2024-09-06,2024-09-13,CUST-01261,SKU-0090,STR-004,2,1123.01,2246.01,0.0,0.0,2246.01,1770.73,25.5,449.78,20.03,Completed,Completed,Buy Now Pay Later,Buy Now Pay Later,Standard,Standard,No Promo,Alex Reed,3,
TRX-012400,2025-03-16,2025-03-20,CUST-02091,SKU-0110,STR-030,2,458.41,916.83,0.0,0.0,916.83,640.33,25.67,250.83,27.36,done,Completed,PayPal,PayPal,Standard,Standard,No Promo,Riley Adams,3,
TRX-009777,2025-07-28,2025-08-04,CUST-00583,SKU-0020,STR-021,1,983.28,983.28,0.15,147.49,835.79,811.19,23.49,1.11,0.13,Completed,Completed,Debit Card,Debit Card,Standard,Standard,Clearance Sale,,1,
TRX-005938,2024-09-26,2024-09-27,CUST-02286,SKU-0105,STR-030,1,495.8,495.8,0.0,0.0,495.8,309.18,24.88,161.74,32.62,Completed,Completed,PayPal,PayPal,Second Class,Second Class,No Promo,Jordan Lewis,5,
TRX-005851,2024-07-09,2024-07-12,CUST-00935,SKU-0196,STR-021,2,112.8,225.59,0.05,11.28,214.31,125.68,25.51,63.12,29.45,done,Completed,CC,Credit Card,Standard,Standard,Summer Sale,Jamie Wilson,5,
TRX-012029,2025-03-20,2025-03-27,CUST-01566,SKU-0100,STR-060,3,709.63,2128.9,0.0,0.0,2128.9,1363.79,34.03,731.08,34.34,Completed,Completed,Credit Card,Credit Card,Second Class,Second Class, No Promo ,Jordan Lewis,2,
TRX-003665,2025-12-09,2025-12-14,CUST-02187,SKU-0038,STR-060,1,42.52,42.52,0.05,2.13,40.39,30.05,16.73,-6.39,-15.82,Completed,Completed,PAYPAL,PayPal,standard,Standard,Black Friday,Morgan Clark,2,
TRX-009233,2025-04-20,2025-04-22,CUST-00925,SKU-0070,STR-065,2,558.73,1117.45,0.0,0.0,1117.45,676.2,31.04,410.21,36.71,Completed,Completed,Buy Now Pay Later,Buy Now Pay Later,Second Class,Second Class,No Promo,Jordan Lewis,5,
TRX-000044,2025-12-07,2025-12-10,CUST-01821,SKU-0185,STR-010,2,280.12,560.24,0.2,112.05,448.19,354.05,35.77,58.37,13.02,Complete,Completed,Bank Transfer,Bank Transfer,Second Class,Second Class,cyber week,Taylor Brooks,3,check_status
TRX-001646,2025-07-03,2025-07-10,CUST-00371,SKU-0112,STR-083,1,777.83,777.83,0.1,77.78,700.05,589.15,21.87,89.03,12.72,Completed,Completed,Bank Transfer,Bank Transfer,Standard,Standard,Summer Sale,Morgan Clark,3,
TRX-007087,2024-05-12,2024-05-19,CUST-02271,SKU-0075,STR-074,3,117.93,353.79,0.0,0.0,353.79,216.13,37.25,100.41,28.38,Completed,Completed,Bank Transfer,Bank Transfer,Second Class,Second Class,No Promo,Casey Hill,3,
TRX-004903,2025-05-31,2025-06-05,CUST-01283,SKU-0072,STR-016,2,114.33,228.66,0.0,0.0,-228.66,-121.45,33.89,-159.39,0.0,Returned,Returned,Bank Transfer,Bank Transfer,Second Class,Second Class,No Promo,Taylor Brooks,1,
TRX-001966,2024-08-03,2024-08-08,CUST-01961,SKU-0109,STR-027,2,366.29,732.58,0.1,73.26,659.32,636.41,26.25,-3.34,-0.51,Completed,Completed, Credit Card ,Credit Card,Standard,Standard,Weekend Deal,Riley Adams,4,
TRX-011976,2025-07-30,2025-08-06,CUST-02364,SKU-0192,STR-064,1,252.42,252.42,0.05,12.62,239.8,141.29,32.97,65.54,27.33,Completed,Completed,Cash,Cash,First Class,First Class,Summer Sale,Morgan Clark,3,possible_duplicate
TRX-007298,2025-06-08,2025-06-09,CUST-01141,SKU-0140,STR-084,1,538.15,538.15,0.0,0.0,538.15,447.64,17.94,72.57,13.49,Completed,Completed,PayPal,PayPal,Standard,Standard,No Promo,Alex Reed,2,standardize_text
TRX-003018,2024-08-30,2024-09-04,CUST-02339,SKU-0042,STR-008,1,706.43,706.43,0.0,0.0,706.43,488.56,34.43,183.44,25.97,Completed,Completed,Buy Now Pay Later,Buy Now Pay Later,First Class,First Class,No Promo,Riley Adams,5,
TRX-011048,2024-12-22,2024-12-25,CUST-00861,SKU-0026,STR-050,2,618.81,1237.61,0.1,123.76,1113.85,755.64,22.71,335.5,30.12,Completed,Completed,Buy Now Pay Later,Buy Now Pay Later,Standard,Standard,Cyber Week,Alex Reed,3,
TRX-006566,2025-09-19,2025-09-24,CUST-00979,SKU-0115,STR-041,1,1034.09,1034.09,0.0,0.0,1034.09,711.37,30.5,292.22,28.26,Completed,Completed,PayPal,PayPal,First Class,First Class,No Promo,Jordan Lewis,5,
TRX-008617,2025-12-19,2025-12-22,CUST-01608,SKU-0054,STR-077,1,1055.5,1055.5,0.2,211.1,844.4,806.13,21.28,16.99,2.01,Completed,Completed,Cash,Cash,Standard,Standard,Cyber Week,Alex Reed,4,
TRX-007363,2025-12-20,2025-12-21,CUST-00112,SKU-0136,STR-050,1,1563.66,1563.66,0.15,234.55,1329.11,1043.42,42.6,243.09,18.29,Completed,Completed,Credit Card,Credit Card, Same Day ,Same Day,Cyber Week,Morgan Clark,4,possible_duplicate
TRX-003406,2025-07-10,2025-07-15,CUST-01436,SKU-0087,STR-070,1,2302.41,2302.41,0.05,115.12,2187.29,1535.94,20.43,630.92,28.84,Completed,Completed,Bank Transfer,Bank Transfer,Standard,Standard,Summer Sale,Jordan Lewis,5,
TRX-007823,2025-07-12,2025-07-19,CUST-02319,SKU-0043,STR-089,1,839.89,839.89,0.15,125.98,713.91,628.36,34.89,50.66,7.1,Completed,Completed,Buy Now Pay Later,Buy Now Pay Later,First Class,First Class,Summer Sale,Riley Adams,4,
TRX-008455,2024-08-15,2024-08-16,CUST-01674,SKU-0078,STR-047,1,56.13,56.13,0.0,0.0,56.13,43.02,30.37,-17.26,-30.75,Completed,Completed,CASH,Cash, First Class ,First Class,No Promo,Morgan Clark,5,
TRX-005019,2024-12-27,2025-01-03,CUST-00861,SKU-0151,STR-058,2,575.38,1150.76,0.2,230.15,920.61,753.4,29.01,138.2,15.01,COMPLETED,Completed,PayPal,PayPal,Second Class,Second Class,Black Friday,,5,standardize_text
TRX-007744,2024-07-31,2024-08-02,CUST-00112,SKU-0167,STR-047,2,629.32,1258.65,0.1,125.87,1132.78,872.5,23.82,236.46,20.87,Done,Completed,Bank Transfer,Bank Transfer,Standard,Standard,Summer Sale,Jordan Lewis,4,
TRX-012091,2025-05-05,2025-05-10,CUST-00426,SKU-0154,STR-033,1,615.22,615.22,0.0,0.0,615.22,394.42,33.52,187.28,30.44,Completed,Completed,PayPal,PayPal,First Class,First Class,No Promo,Taylor Brooks,5,
TRX-009687,2024-02-05,2024-02-12,CUST-01910,SKU-0016,STR-034,1,1030.18,1030.18,0.0,0.0,1030.18,724.13,46.15,259.9,25.23, Completed ,Completed,paypal,PayPal,Same Day,Same Day,No Promo,Casey Hill,4,
TRX-009831,2025-12-26,2025-12-28,CUST-01376,SKU-0191,STR-028,1,172.81,172.81,0.25,43.2,129.61,106.46,17.96,5.19,4.0,Completed,Completed,Cash,Cash,Standard,Standard,Holiday Deals,Casey Hill,4,
TRX-002963,2025-06-02,2025-06-09,CUST-01136,SKU-0199,STR-043,1,207.02,207.02,0.0,0.0,207.02,123.45,27.53,56.04,27.07,Completed,Completed,PayPal,PayPal,Second Class,Second Class,No Promo,Casey Hill,5,
TRX-007033,2025-12-12,2025-12-16,CUST-00258,SKU-0153,STR-017,1,236.17,236.17,0.25,59.04,177.13,130.23,20.3,26.6,15.02,Completed,Completed,cash,Cash,STD,Standard,Black Friday,Jamie Wilson,3,
TRX-006827,2025-03-23,2025-03-27,CUST-01643,SKU-0151,STR-085,4,543.01,2172.04,0.0,0.0,2172.04,1542.77,28.55,600.72,27.66,Completed,Completed,Cash,Cash,Second Class,Second Class,No Promo,Taylor Brooks,2,
TRX-009440,2025-01-22,2025-01-24,CUST-01536,SKU-0124,STR-083,1,2476.56,2476.56,0.0,0.0,2476.56,1625.47,21.61,829.48,33.49,Completed,Completed,Buy Now Pay Later,Buy Now Pay Later, Standard ,Standard,No Promo,Alex Reed,3,
TRX-009621,2024-12-08,2024-12-09,CUST-01986,SKU-0160,STR-072,1,571.51,571.51,0.15,85.73,485.78,517.71,27.43,-59.36,-12.22,Completed,Completed,Credit Card,Credit Card,Second Class,Second Class,Black Friday,Casey Hill,2,possible_duplicate
TRX-009505,2024-09-19,2024-09-24,CUST-00799,SKU-0091,STR-025,1,928.03,928.03,0.0,0.0,928.03,653.04,19.97,255.02,27.48,Completed,Completed,Credit Card,Credit Card,Standard,Standard,No Promo,Jamie Wilson,4,
TRX-003597,2024-09-19,2024-09-21,CUST-01271,SKU-0041,STR-057,3,1064.52,3193.55,0.0,0.0,3193.55,2591.58,27.34,574.63,17.99,Completed,Completed,Cash,Cash,Second Class,Second Class,No Promo,Jamie Wilson,5,check_status
TRX-010910,2024-07-14,2024-07-21,CUST-00734,SKU-0062,STR-085,4,381.71,1526.83,0.15,229.02,1297.81,885.75,32.38,379.68,29.26,Completed,Completed,Buy Now Pay Later,Buy Now Pay Later,Second Class,Second Class,Clearance Sale,Taylor Brooks,5,trim_spaces
TRX-004810,2024-11-21,2024-11-23,CUST-01091,SKU-0064,STR-001,1,272.77,272.77,0.25,68.19,204.58,177.79,19.67,7.12,3.48,Complete,Completed,CASH,Cash,Standard,Standard,Black Friday,Casey Hill,5,
TRX-008427,2024-12-18,2024-12-25,CUST-00624,SKU-0044,STR-064,2,563.82,1127.63,0.1,112.76,1014.87,781.74,30.72,202.41,19.94,Completed,Completed,Credit Card,Credit Card,Second Class,Second Class,Holiday Deals,Casey Hill,4,
TRX-001240,2025-11-29,2025-12-02,CUST-01626,SKU-0011,STR-074,2,1662.27,3324.53,0.1,332.45,2992.08,2494.77,21.85,475.46,15.89,Completed,Completed,Bank Transfer,Bank Transfer,Standard,Standard,holiday deals,,3,
TRX-001075,2024-12-13,2024-12-20,CUST-01157,SKU-0073,STR-051,1,131.83,131.83,0.1,13.18,118.65,76.65,20.41,21.59,18.2,Completed,Completed,Credit Card,Credit Card,Standard,Standard,Holiday Deals,Morgan Clark,4,
TRX-002000,2024-09-24,2024-09-26,CUST-02017,SKU-0194,STR-030,2,101.4,202.81,0.08,16.22,186.59,161.48,20.7,4.41,2.36,Completed,Completed,PayPal,PayPal,standard,Standard,Flash Sale,Morgan Clark,5,
TRX-008164,2024-08-13,2024-08-14,CUST-00382,SKU-0057,STR-015,1,232.61,232.61,0.0,0.0,232.61,153.01,20.08,59.52,25.59,done,Completed,PAYPAL,PayPal,STD,Standard,No Promo,Taylor Brooks,4,
TRX-001886,2025-02-12,2025-02-17,CUST-01471,SKU-0091,STR-022,1,932.13,932.13,0.0,0.0,932.13,687.62,22.56,221.95,23.81,done,Completed,Credit Card,Credit Card,Standard,Standard,No Promo,Riley Adams,3,
TRX-009636,2024-08-18,2024-08-19,CUST-01524,SKU-0100,STR-075,2,707.74,1415.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cancelled,Cancelled,Credit Card,Credit Card,Second Class,Second Class, No Promo ,Morgan Clark,1,
TRX-004648,2024-09-17,2024-09-24,CUST-02098,SKU-0109,STR-038,3,391.4,1174.19,0.1,117.42,1056.77,899.37,35.11,122.29,11.57,Completed,Completed,PayPal,PayPal,Second Class,Second Class,Member Discount,Morgan Clark,5,
TRX-006687,2025-09-07,2025-09-08,CUST-01388,SKU-0146,STR-066,1,327.04,327.04,0.0,0.0,327.04,212.73,32.23,82.08,25.1,Completed,Completed,Buy Now Pay Later,Buy Now Pay Later,First Class,First Class,No Promo,Morgan Clark,5,
TRX-010647,2025-07-09,2025-07-14,CUST-01058,SKU-0076,STR-054,1,135.36,135.36,0.1,13.54,121.82,100.99,18.66,2.17,1.78,COMPLETED,Completed,PayPal,PayPal,Standard,Standard,Clearance Sale,Jamie Wilson,5,
TRX-003704,2025-09-02,2025-09-05,CUST-01689,SKU-0113,STR-026,1,1354.02,1354.02,0.05,67.7,1286.32,930.45,17.59,338.28,26.3,Done,Completed,Credit Card,Credit Card,Standard,Standard,Weekend Deal,Taylor Brooks,3,
TRX-010400,2024-06-04,2024-06-05,CUST-01340,SKU-0022,STR-088,1,288.47,288.47,0.0,0.0,288.47,218.56,32.91,37.0,12.83,Completed,Completed,PayPal,PayPal,First Class,First Class,No Promo,Morgan Clark,5,
TRX-012012,2024-07-22,2024-07-25,CUST-00936,SKU-0200,STR-089,3,68.09,204.28,0.1,20.43,183.85,127.55,22.8,33.5,18.22,Completed,Completed,Cash,Cash,Standard,Standard,Summer Sale,,4,possible_duplicate
TRX-008607,2024-06-11,2024-06-12,CUST-02063,SKU-0166,STR-085,2,1863.68,3727.35,0.0,0.0,3727.35,2421.99,32.42,1272.94,34.15,Completed,Completed,Bank Transfer,Bank Transfer,Second Class,Second Class,No Promo,Morgan Clark,5,
TRX-006369,2024-03-29,2024-04-03,CUST-01099,SKU-0168,STR-043,2,1844.37,3688.74,0.03,110.66,3578.08,2182.12,20.68,1375.28,38.44,done,Completed,PayPal,PayPal,Standard,Standard,Flash Sale,Riley Adams,1,
TRX-006956,2024-05-31,2024-06-03,CUST-02411,SKU-0175,STR-062,1,948.84,948.84,0.0,0.0,948.84,680.54,26.23,242.07,25.51,Completed,Completed,Cash,Cash,Second Class,Second Class,No Promo,Alex Reed,5,
TRX-006682,2025-10-07,2025-10-09,CUST-02308,SKU-0009,STR-082,1,946.42,946.42,0.0,0.0,946.42,559.73,29.43,357.26,37.75,Completed,Completed,Cash,Cash,Second Class,Second Class,No Promo,Jordan Lewis,3,
TRX-002681,2025-09-15,2025-09-16,CUST-01947,SKU-0169,STR-074,1,1678.27,1678.27,0.0,0.0,1678.27,1074.44,19.31,584.52,34.83,Completed,Completed,Debit Card,Debit Card,STD,Standard,No Promo,Alex Reed,4,
TRX-009407,2024-09-26,2024-09-30,CUST-00710,SKU-0057,STR-003,1,198.02,198.02,0.05,9.9,188.12,143.64,20.53,23.95,12.73,Completed,Completed,Debit Card,Debit Card,Standard,Standard,Flash Sale,,4,possible_duplicate
TRX-004463,2024-03-16,2024-03-19,CUST-02171,SKU-0145,STR-040,1,281.74,281.74,0.0,0.0,281.74,236.12,33.04,12.58,4.47,Completed,Completed,Credit Card,Credit Card,First Class,First Class,No Promo,Taylor Brooks,3,trim_spaces
TRX-004602,2025-12-19,2025-12-21,CUST-00876,SKU-0192,STR-049,3,248.25,744.76,0.15,111.71,633.05,418.66,35.19,179.2,28.31,Completed,Completed,Cash,Cash,Second Class,Second Class,Cyber Week,Morgan Clark,4,
TRX-004819,2024-11-15,2024-11-22,CUST-01002,SKU-0102,STR-004,2,598.72,1197.43,0.05,59.87,1137.56,736.8,28.5,372.26,32.72,Completed,Completed,Buy Now Pay Later,Buy Now Pay Later,Standard,Standard,black friday,Taylor Brooks,5,trim_spaces
TRX-006006,2025-09-09,2025-09-16,CUST-00078,SKU-0158,STR-050,2,131.04,262.08,0.0,0.0,262.08,225.51,18.67,17.9,6.83,Completed,Completed,Credit Card,Credit Card,Standard,Standard,No Promo,Jordan Lewis,4,trim_spaces
TRX-000760,2025-11-30,2025-12-07,CUST-00071,SKU-0112,STR-080,1,898.98,898.98,0.2,179.8,719.18,617.49,20.64,81.05,11.27,Completed,Completed,debit,Debit Card,Standard,Standard,Holiday Deals,Morgan Clark,4,
TRX-000798,2024-12-08,2024-12-15,CUST-00672,SKU-0108,STR-031,1,575.3,575.3,0.15,86.29,489.01,376.83,20.96,91.22,18.65,Completed,Completed,BNPL,Buy Now Pay Later, Standard ,Standard,Cyber Week,Jamie Wilson,3,check_status
TRX-004584,2024-08-01,2024-08-03,CUST-01345,SKU-0044,STR-026,1,585.46,585.46,0.0,0.0,585.46,385.46,21.19,178.81,30.54,Completed,Completed,Cash,Cash,Standard,Standard,No Promo,,5,
TRX-008114,2024-10-09,2024-10-11,CUST-01799,SKU-0190,STR-062,1,435.41,435.41,0.0,0.0,435.41,306.47,16.54,112.4,25.81,COMPLETED,Completed,Buy Now Pay Later,Buy Now Pay Later,Standard,Standard,No Promo,Jordan Lewis,4,
TRX-005484,2025-04-13,2025-04-16,CUST-01059,SKU-0024,STR-064,1,535.57,535.57,0.0,0.0,535.57,429.64,20.78,85.15,15.9,Completed,Completed,Debit Card,Debit Card,STD,Standard,No Promo,Jordan Lewis,3,
TRX-006355,2024-08-11,2024-08-18,CUST-00945,SKU-0102,STR-042,1,593.03,593.03,0.0,0.0,593.03,385.42,21.19,186.42,31.44, Completed ,Completed,Credit Card,Credit Card,STD,Standard,No Promo,Riley Adams,3,
TRX-000287,2025-01-19,2025-01-22,CUST-02047,SKU-0008,STR-085,3,1736.92,5210.75,0.08,416.86,4793.89,3423.62,48.53,1321.74,27.57,Done,Completed,Debit Card,Debit Card,Same Day,Same Day,Member Discount,,5,trim_spaces
TRX-004299,2025-11-09,2025-11-12,CUST-00388,SKU-0131,STR-001,1,356.22,356.22,0.25,89.06,267.16,273.29,37.72,-43.85,-16.41,Completed,Completed,Credit Card,Credit Card, First Class ,First Class,Holiday Deals,,3,
